Mode,2018,2025,2030,2040,2050
DA,7.637441,7.572868,7.610707,7.728107,7.815463
HOV,6.25189,6.271058,6.374802,6.592098,6.7782
GPNT,0,0,0,0,0
GPTL,0,0,0,0,0
HOVNT,0,0,0,0,0
HOVTL,0,0,0,0,0
Heavy,32.75534,34.88396,36.28458,40.99151,47.16321
Medium,18.7929,20.51167,21.49529,23.04908,24.85582
Light,14.0497,15.91367,16.75664,17.71238,18.45415
